,Name,Position,Forward,Back,Apps,Mins,Points,Tackles attempted,Tackles completed,Tackles missed,Tackles +,Tackles ineffective,Offload allowed,Total carries,Total metres,Total metres/carry,Support carries,Tackled dominant,Tackled neutral,Tackled ineffective,No. of breaks,Defenders beaten,Off loads,Attempted passes,Completed passes,Turnovers won,Turnovers conceded,Total kicks in play,Successful kicks in to touch,Penalty kicks,Total kicks,+ve kicks %,-ve kicks %,Lineouts won caught,Lineout steals,Lineouts won thrown,Lineouts lost thrown,Attempted collections,Successful collections,Failed collections,Penalty goals attempted,Penalty goal scored,Penalty goal missed,Conversions attempted,Conversion scored,Conversion missed,Drop goals attempted,Drop goal scored,Drop goal missed,Penalties conceded,Yellow cards,Red cards
3982,Richie Vernon,Centre,0,1,90,5444,0.8082292432035268,7.803085966201323,7.318148420279207,0.48493754592211613,6.0249816311535636,1.278471711976488,0.8376193975018369,7.6414401175606175,24.819985304922852,0.047730740971005485,0.426157237325496,1.249081557678178,4.041146216017634,0.07347538574577517,0.7641440117560617,0.9404849375459221,0.852314474650992,4.20279206465834,2.997795738427627,0.27920646583394565,0.8229243203526819,0.1763409257898604,0.0440852314474651,0.0,0.1763409257898604,0.0440852314474651,0.1322556943423953,1.4107274063188833,0.1322556943423953,0.014695077149155033,0.0,1.6311535635562087,1.4107274063188833,0.2204261572373255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49963262307127115,0.0440852314474651,0.0
3983,Ricky Andrew,Full Back,0,1,20,1241,0.32232070910556004,3.8033843674456085,3.3521353746978244,0.4512489927477841,2.1917808219178085,0.8380338436744561,0.32232070910556004,7.155519742143433,44.480257856567285,0.4007230437528584,0.25785656728444806,1.4826752618855763,3.0942788074133762,0.12892828364222403,0.7735697018533441,1.4826752618855763,0.580177276390008,3.9323126510878326,3.0942788074133762,0.12892828364222403,0.8380338436744561,2.4496373892022563,0.38678485092667203,0.0,2.4496373892022563,0.6446414182111201,1.8049959709911363,0.06446414182111201,0.0,0.0,0.0,5.092667203867848,4.4480257856567285,0.6446414182111201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06446414182111201,0.06446414182111201,0.0
3984,Ricky Januarie,Scrum Half,0,1,103,5725,0.6986899563318777,7.224454148471616,5.813100436681223,1.411353711790393,4.401746724890829,1.3834061135371178,1.1039301310043668,6.469868995633187,21.42183406113537,0.04626746017523838,0.47510917030567684,0.8244541484716157,3.4375545851528386,0.19563318777292577,0.9222707423580786,1.2436681222707424,0.62882096069869,50.30567685589519,48.02794759825328,0.4052401746724891,1.4951965065502184,4.97467248908297,1.5231441048034935,0.08384279475982533,5.0585152838427945,2.1799126637554584,2.976419213973799,0.0,0.04192139737991266,0.04192139737991266,0.0,3.4375545851528386,2.878602620087336,0.5589519650655022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5449781659388646,0.04192139737991266,0.013973799126637555
3985,Ricky Lutton,Prop,1,0,50,2208,0.0,10.68840579710145,9.384057971014492,1.3043478260869565,6.811594202898551,2.5362318840579707,0.5072463768115941,3.731884057971014,3.0072463768115942,0.029196566765161105,0.10869565217391304,0.8333333333333333,2.5362318840579707,0.14492753623188406,0.07246376811594203,0.10869565217391304,0.07246376811594203,0.8695652173913043,0.7971014492753623,0.07246376811594203,0.2898550724637681,0.0,0.0,0.0,0.0,0.0,0.0,0.036231884057971016,0.0,0.0,0.0,0.9057971014492753,0.7608695652173912,0.14492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0869565217391304,0.0,0.0
3986,Ricky Reeves,Prop,1,0,24,889,0.0,9.628796400449943,7.64904386951631,1.9797525309336332,3.9595050618672665,3.599550056242969,0.5399325084364454,2.699662542182227,2.9696287964004497,0.09898762654668167,0.08998875140607424,0.8998875140607423,1.3498312710911136,0.08998875140607424,0.17997750281214847,0.35995500562429694,0.08998875140607424,1.529808773903262,0.9898762654668166,0.0,0.44994375703037115,0.0,0.0,0.0,0.0,0.0,0.0,0.08998875140607424,0.0,0.0,0.0,1.0798650168728907,1.0798650168728907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0798650168728907,0.08998875140607424,0.0
3987,Ricky Riccitelli,Prop,1,0,18,619,0.0,12.794830371567043,11.24394184168013,1.5508885298869144,8.917609046849758,2.1970920840064623,1.4216478190630049,10.856219709208402,13.182552504038773,0.15693514885760443,0.6462035541195477,1.680129240710824,7.625201938610663,0.3877221324717286,0.25848142164781907,0.25848142164781907,0.5169628432956381,3.101777059773829,2.1970920840064623,0.0,0.9046849757673667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2310177705977385,1.0339256865912763,1.680129240710824,1.4216478190630049,0.25848142164781907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7754442649434572,0.0,0.0
3988,Ricky Schroeder,Scrum Half,0,1,12,680,0.5882352941176471,7.882352941176471,5.882352941176471,2.0,4.0,1.6470588235294117,0.8235294117647058,6.705882352941177,23.058823529411764,0.40454076367389064,0.11764705882352941,0.35294117647058826,2.3529411764705883,0.11764705882352941,0.47058823529411764,0.7058823529411765,0.35294117647058826,53.1764705882353,50.705882352941174,0.23529411764705882,1.1764705882352942,4.470588235294118,0.23529411764705882,0.0,4.470588235294118,0.8235294117647058,3.6470588235294117,0.35294117647058826,0.0,0.0,0.0,2.588235294117647,2.4705882352941178,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.0,0.0
3989,Rida Jaouher,Centre,0,1,30,2071,0.5794302269435055,6.837276677933366,5.292129406084017,1.5451472718493482,3.167551907291164,2.1245774987928536,1.854176726219218,4.326412361178175,15.065185900531144,0.13451058839759952,0.4635441815548045,0.8112023177209078,1.9314340898116853,0.11588604538870112,0.4635441815548045,0.34765813616610336,0.5021728633510382,3.3220666344760987,2.5108643167551907,0.34765813616610336,0.8498309995171415,0.5021728633510382,0.19314340898116852,0.0386286817962337,0.5408015451472719,0.42491549975857074,0.1545147271849348,0.0,0.0,0.0386286817962337,0.0,1.5065185900531144,1.2361178174794785,0.27040077257363593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4635441815548045,0.0772573635924674,0.0
3990,Rieko Ioane,Winger,0,1,18,1193,4.0234702430846605,7.845766974015088,6.63872590108969,1.2070410729253982,4.761106454316848,1.7435037720033528,1.1399832355406538,10.595138306789606,84.49287510477787,0.5347650323087207,1.0058675607711651,3.956412405699916,3.3528918692372174,0.3352891869237217,4.425817267393127,6.16932103939648,0.5364626990779547,3.6881810561609387,2.4140821458507964,0.8046940486169322,1.6093880972338643,0.13411567476948869,0.0,0.0,0.13411567476948869,0.06705783738474434,0.06705783738474434,0.0,0.0,0.06705783738474434,0.0,3.0176026823134956,2.0117351215423303,1.0058675607711651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4023470243084661,0.0,0.0
3991,Riki Flutey,Centre,0,1,28,2055,0.583941605839416,8.330900243309003,7.669099756690998,0.6618004866180048,7.240875912408759,0.4282238442822384,0.19464720194647203,5.995133819951338,17.557177615571778,0.11400764685436217,0.31143552311435524,0.23357664233576642,3.8150851581508514,0.038929440389294405,0.7007299270072993,0.7007299270072993,1.0121654501216546,6.579075425790754,5.294403892944039,0.15571776155717762,0.7785888077858881,0.9343065693430657,0.5060827250608273,0.35036496350364965,1.2846715328467153,0.583941605839416,0.7007299270072993,0.0,0.0,0.0,0.0,1.1289537712895377,0.9732360097323601,0.15571776155717762,0.0,0.0,0.0,0.0,0.0,0.0,0.038929440389294405,0.0,0.038929440389294405,0.19464720194647203,0.0,0.0
3992,Riki Hoeata,Lock,1,0,30,1607,0.0,10.30491599253267,8.761667703795894,1.5432482887367767,5.67517112632234,3.0367143746110767,0.59738643434972,5.625388923459863,8.114499066583697,0.07180972625295307,0.24891101431238333,1.0952084629744867,3.58431860609832,0.04978220286247667,0.0,0.14934660858743,0.29869321717486,4.33105164903547,3.6341008089607967,0.09956440572495334,0.6969508400746733,0.0,0.0,0.0,0.0,0.0,0.0,2.4891101431238334,0.09956440572495334,0.0,0.0,1.3939016801493467,1.0454262601120101,0.34847542003733667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39825762289981337,0.0,0.0
3993,Rikki Sheriffe,Winger,0,1,13,584,0.0,4.931506849315069,4.109589041095891,0.8219178082191781,3.8356164383561646,0.273972602739726,0.0,3.9726027397260273,18.904109589041095,0.6518658478979689,0.547945205479452,0.0,3.2876712328767126,0.0,0.547945205479452,0.547945205479452,0.0,1.095890410958904,1.095890410958904,0.136986301369863,0.547945205479452,0.9589041095890412,0.136986301369863,0.0,0.9589041095890412,0.136986301369863,0.8219178082191781,0.0,0.0,0.136986301369863,0.0,2.73972602739726,2.328767123287671,0.4109589041095891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3994,Riley Winter,Lock,1,0,6,132,0.0,6.666666666666667,5.454545454545455,1.2121212121212122,3.6363636363636367,1.8181818181818183,1.8181818181818183,2.4242424242424243,12.121212121212121,3.0303030303030303,0.0,0.6060606060606061,1.2121212121212122,0.0,0.0,1.2121212121212122,0.0,0.6060606060606061,0.6060606060606061,0.0,3.6363636363636367,0.0,0.0,0.0,0.0,0.0,0.0,5.454545454545455,0.0,0.0,0.0,1.8181818181818183,1.2121212121212122,0.6060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6060606060606061,0.0,0.0
3995,Rimas Alvarez Kairelis,Lock,1,0,22,1039,0.0,7.699711260827718,6.775745909528393,0.9239653512993262,6.390760346487006,0.3849855630413859,0.07699711260827719,2.617901828681424,4.92781520692974,0.14493574138028648,0.3849855630413859,0.0,1.6939364773820982,0.07699711260827719,0.15399422521655437,0.07699711260827719,0.6159769008662175,2.078922040423484,1.308950914340712,0.15399422521655437,0.15399422521655437,0.0,0.0,0.0,0.0,0.0,0.0,2.1559191530317614,0.07699711260827719,0.0,0.0,1.8479307025986524,1.5399422521655437,0.30798845043310874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1549566891241578,0.07699711260827719,0.07699711260827719
3996,Rob Andrew,Lock,1,0,7,399,1.0025062656641603,6.416040100250627,4.611528822055138,1.8045112781954888,3.4085213032581456,1.2030075187969924,0.8020050125313284,7.218045112781955,11.027568922305765,0.3063213589529379,0.2005012531328321,1.8045112781954888,3.4085213032581456,0.0,0.0,0.4010025062656642,0.8020050125313284,1.8045112781954888,1.0025062656641603,0.0,1.2030075187969924,0.0,0.0,0.0,0.0,0.0,0.0,1.2030075187969924,0.0,0.0,0.0,0.8020050125313284,0.4010025062656642,0.4010025062656642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6040100250626568,0.2005012531328321,0.0
3997,Rob Buchanan,Hooker,1,0,79,2906,0.8258774948382656,9.855471438403303,8.69924294562973,1.1562284927735718,7.322780454232622,1.2388162422573983,0.6056434962147281,8.864418444597383,17.618719889883,0.05471652139715217,0.7708189951823812,2.202339986235375,5.313145216792842,0.08258774948382656,0.33035099793530626,0.8534067446662078,0.4129387474191328,1.899518238128011,1.4590502408809358,0.24776324845147968,0.3854094975911906,0.027529249827942186,0.0,0.0,0.027529249827942186,0.0,0.027529249827942186,0.0,0.0,10.818995182381279,1.8444597384721264,0.9635237439779766,0.8809359944941499,0.08258774948382656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5781142463867859,0.027529249827942186,0.0
3998,Rob Cook,Full Back,0,1,77,5197,2.632287858379834,3.3711756782759283,2.3705984221666343,1.0005772561092938,1.6163171060227053,0.6773138349047527,0.46180488743505865,8.928227823744468,69.07061766403694,0.11908727183454645,0.4925918799307292,1.708678083509717,2.570713873388493,0.2770829324610352,1.4162016548008465,1.6317106022705405,0.8312487973831055,4.0177025206850105,2.555320377140658,0.2462959399653646,1.3700211660573407,2.847796805849528,0.5541658649220704,0.015393496247835288,2.8631903020973635,0.8620357898787762,2.0011545122185876,0.2616894362131999,0.0,0.18472195497402347,0.0,7.188762747739079,6.419087935347315,0.7696748123917644,0.4771983836828939,0.33865691745237636,0.1385414662305176,0.44641139118722334,0.3078699249567058,0.1385414662305176,0.0,0.0,0.0,0.23090244371752933,0.04618048874350587,0.0
